Name,Position,Club,League,Pace,Shooting,Passing,Dribbling,Defense,Physical,Card Rating,Weak Foot,Skill Moves,Work Rates,Strong Foot,Futhead Card Link
Islam Slimani, ST , AS Monaco , France Ligue ,51,73,64,67,46,79,74,3,2,High/High,Right,https://www.futhead.com/20/players/8304/islam-slimani/
Carlos Mané, RW , Rio Ave , Portugal Liga NOS ,82,71,67,79,41,48,74,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/8246/carlos-mane/
Alan Browne, CAM , Preston North End , England EFL Championship ,74,73,68,71,69,83,74,4,3,High/High,Right,https://www.futhead.com/20/players/8201/alan-browne/
Anwar El Ghazi, LW , Aston Villa , England Premier League ,76,75,68,75,32,69,74,4,4,Medium/Low,Right,https://www.futhead.com/20/players/8193/anwar-el-ghazi/
Idris, CDM , Boavista , Portugal Liga NOS ,48,52,61,63,74,83,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/8130/idris/
Damir Kreilach, CM , Real Salt Lake , USA Major League Soccer ,51,72,69,70,66,83,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/8100/damir-kreilach/
Bruno Petković, ST , Dinamo Zagreb , Croatia PRva HNL ,67,72,73,73,37,76,74,4,4,High/Medium,Right,https://www.futhead.com/20/players/8048/bruno-petkovic/
Lucas Zelarayán, CAM , Tigres U A N L , Mexico Liga MX ,73,67,74,76,45,62,74,3,3,High/Low,Right,https://www.futhead.com/20/players/8007/lucas-zelarayan/
Cristian Lema, CB , Newell s Old Boys , Argentina Primera Divisi n ,33,47,54,40,74,81,74,2,2,Low/High,Right,https://www.futhead.com/20/players/7997/cristian-lema/
Rubén Botta, RM , San Lorenzo de Almagro , Argentina Primera Divisi n ,78,71,73,75,37,65,74,3,4,High/Low,Left,https://www.futhead.com/20/players/7989/ruben-botta/
Ciro Rius, RW , Rosario Central , Argentina Primera Divisi n ,81,65,72,76,54,72,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/7977/ciro-rius/
Fernando Zuqui, CM , Col n , Argentina Primera Divisi n ,70,64,72,75,65,70,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/7972/fernando-zuqui/
Lautaro Giannetti, CB , V lez Sarsfield , Argentina Primera Divisi n ,69,33,49,49,75,77,74,3,2,Low/High,Right,https://www.futhead.com/20/players/7970/lautaro-giannetti/
Édson Puch, LW , Universidad Cat lica , Chile Campeonato Nacional Scotiabank ,85,70,66,77,43,63,74,3,4,High/Medium,Right,https://www.futhead.com/20/players/7955/edson-puch/
Enzo Kalinski, CDM , Estudiantes de La Plata , Argentina Primera Divisi n ,65,51,71,70,70,82,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/7953/enzo-kalinski/
Diego Braghieri, CB , Club Tijuana , Mexico Liga MX ,60,49,50,57,72,79,74,2,2,Low/Medium,Left,https://www.futhead.com/20/players/7934/diego-braghieri/
Brahian Alemán, CAM , Gimnasia y Esgrima La Plata , Argentina Primera Divisi n ,74,72,75,73,66,71,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/7927/brahian-aleman/
Lucas Villafañez, RM , Monarcas Morelia , Mexico Liga MX ,77,67,73,76,34,50,74,3,3,High/Low,Right,https://www.futhead.com/20/players/7913/lucas-villafanez/
Óscar Opazo, RB , CD Vi azur , Chile Campeonato Nacional Scotiabank ,89,67,68,73,67,75,74,5,3,High/Medium,Right,https://www.futhead.com/20/players/7879/oscar-opazo/
Silvio Romero, ST , Independiente , Argentina Primera Divisi n ,68,74,68,73,38,66,74,3,3,High/Low,Right,https://www.futhead.com/20/players/7873/silvio-romero/
Diego González, CM , Racing Club de Avellaneda , Argentina Primera Divisi n ,68,65,70,71,68,82,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/7868/diego-gonzalez/
Paolo Goltz, CB , Buenos Aires , Argentina Primera Divisi n ,51,56,62,59,72,80,74,3,2,Low/Medium,Right,https://www.futhead.com/20/players/7865/paolo-goltz/
Juan Ramírez, LW , San Lorenzo de Almagro , Argentina Primera Divisi n ,76,69,72,77,65,64,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/7835/juan-ramirez/
Andrés Ricaurte, CAM , Independiente Medell n , Colombia Liga Aguila ,68,59,77,71,64,74,74,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/7796/andres-ricaurte/
Wilson Morelo, ST , Col n , Argentina Primera Divisi n ,79,74,61,74,42,67,74,3,3,High/High,Right,https://www.futhead.com/20/players/7782/wilson-morelo/
Igor Lichnovsky, CB , Cruz Azul , Mexico Liga MX ,68,40,51,61,74,75,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/7761/igor-lichnovsky/
Felipe Pardo, RW , Toluca , Mexico Liga MX ,81,75,71,73,38,80,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/7696/felipe-pardo/
Daniel Bocanegra, CB , Atl tico Nacional , Colombia Liga Aguila ,71,55,69,65,73,76,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/7691/daniel-bocanegra/
Diego Rodríguez, CDM , Defensa y Justicia , Argentina Primera Divisi n ,64,57,68,66,73,74,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/7619/diego-rodriguez/
Felipe Mora, ST , U N A M , Mexico Liga MX ,81,74,55,72,27,65,74,3,3,Medium/Low,Right,https://www.futhead.com/20/players/7540/felipe-mora/
Fouad Bachirou, CDM , Malm FF , Sweden Allsvenskan ,74,42,64,78,70,75,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/7500/fouad-bachirou/
Lucas Cavallini, ST , Puebla , Mexico Liga MX ,76,73,49,71,33,80,74,4,3,High/Low,Left,https://www.futhead.com/20/players/7429/lucas-cavallini/
Sven van Beek, CB , Feyenoord , Holland Eredivisie ,62,34,56,52,75,73,74,2,2,Low/Medium,Right,https://www.futhead.com/20/players/7413/sven-van-beek/
Jack O'Connell, CB , Sheffield United , England Premier League ,63,37,50,55,73,78,74,2,2,High/Medium,Left,https://www.futhead.com/20/players/7293/jack-oconnell/
Rafael Czichos, CB , FC K ln , Germany Bundesliga ,59,48,59,62,74,74,74,3,2,High/Medium,Left,https://www.futhead.com/20/players/7185/rafael-czichos/
Alejandro Chumacero, CM , Puebla , Mexico Liga MX ,72,68,73,74,64,74,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/7110/alejandro-chumacero/
Bradley Dack, CAM , Blackburn Rovers , England EFL Championship ,76,70,71,76,52,74,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/7054/bradley-dack/
Rubén García, CAM , CA Osasuna , Spain Primera Division ,79,69,70,77,38,54,74,2,4,Medium/Medium,Left,https://www.futhead.com/20/players/7040/ruben-garcia/
Birger Verstraete, CDM , FC K ln , Germany Bundesliga ,72,58,71,69,71,74,74,3,3,High/High,Right,https://www.futhead.com/20/players/7010/birger-verstraete/
João Schmidt, CM , Nagoya Grampus , Japan J League ,54,67,74,71,68,73,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/6957/joao-schmidt/
Ilya Kutepov, CB , Spartak Moskva , Russia FUT League ,33,47,57,48,76,74,74,5,2,Medium/High,Right,https://www.futhead.com/20/players/6940/ilya-kutepov/
Joris van Overeem, CM , FC Utrecht , Holland Eredivisie ,70,62,72,76,61,59,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/6850/joris-van-overeem/
Mikel Agu, CDM , Vit ria Guimar es , Portugal Liga NOS ,64,44,59,66,73,81,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/6841/mikel-agu/
Timo Letschert, CB , Hamburger SV , Germany Bundesliga ,62,58,64,61,72,77,74,2,2,Medium/Medium,Right,https://www.futhead.com/20/players/6818/timo-letschert/
Lucas Silva, CDM , Real Madrid , Spain Primera Division ,59,62,68,71,71,74,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/6801/lucas-silva/
Dorian Dessoleil, CB , Charleroi , Belgium Jupiler Pro League ,54,46,52,49,75,76,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/6786/dorian-dessoleil/
Dória, CB , Santos Laguna , Mexico Liga MX ,61,52,52,57,73,75,74,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/6736/doria/
Harlem-Eddy Gnohere, ST , FCSB Steaua , Romania Liga I ,65,73,53,65,27,84,74,3,3,Medium/Low,Left,https://www.futhead.com/20/players/6617/harlem-eddy-gnohere/
Dimitrios Kourmpelis, CDM , Panathinaikos FC , Greece A Ethniki ,75,52,63,66,73,77,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/6600/dimitrios-kourmpelis/
Pedro Henrique, RM , Kayserispor , Turkey S per Lig ,84,68,69,77,31,55,74,4,3,Medium/Medium,Left,https://www.futhead.com/20/players/6545/pedro-henrique/
Adam Webster, CB , Brighton Hove Albion , England Premier League ,68,29,55,66,73,73,74,4,2,Medium/Medium,Right,https://www.futhead.com/20/players/6489/adam-webster/
Jürgen Damm, RM , Tigres U A N L , Mexico Liga MX ,94,63,65,74,43,70,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/6464/jurgen-damm/
Bogdan Butko, RB , Shakhtar Donetsk , Ukraine Premier Liga ,78,47,65,69,72,68,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/6408/bogdan-butko/
Mykola Morozyuk, RB , aykur Rizespor , Turkey S per Lig ,75,62,75,70,69,50,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/6406/mykola-morozyuk/
João Pereira, RB , Trabzonspor , Turkey S per Lig ,71,61,71,74,74,64,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/6400/joao-pereira/
Héctor Canteros, CM , MKE Ankarag c , Turkey S per Lig ,68,69,73,71,68,74,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/6372/hector-canteros/
Jairo, LM , Hamburger SV , Germany Bundesliga ,84,66,68,77,30,55,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/6324/jairo/
Valerio Verre, CAM , Hellas Verona , Italy Serie A ,69,72,73,74,65,67,74,4,3,Medium/Medium,Right,https://www.futhead.com/20/players/6275/valerio-verre/
Jan Kopic, LM , Viktoria Plze , Czech Republic HET Liga ,80,69,70,76,40,60,74,3,3,High/Low,Right,https://www.futhead.com/20/players/6243/jan-kopic/
Kemar Roofe, ST , Anderlecht , Belgium Jupiler Pro League ,80,73,66,73,50,70,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/6239/kemar-roofe/
Diego Oliveira, ST , F C Tokyo , Japan J League ,75,72,64,70,39,74,74,5,3,High/Low,Right,https://www.futhead.com/20/players/6207/diego-oliveira/
John Egan, CB , Sheffield United , England Premier League ,65,49,50,59,73,76,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/6186/john-egan/
Vadillo, RM , Granada CF , Spain Primera Division ,87,68,68,80,34,44,74,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/6166/vadillo/
Lorenzo Melgarejo, RW , Spartak Moskva , Russia FUT League ,84,69,66,76,55,69,74,2,4,Medium/Medium,Left,https://www.futhead.com/20/players/6145/lorenzo-melgarejo/
Yoshimar Yotún, CM , Cruz Azul , Mexico Liga MX ,65,63,76,74,64,71,74,1,3,Medium/High,Left,https://www.futhead.com/20/players/6120/yoshimar-yotun/
Juan Carlos, CAM , SD Huesca , Spain Segunda A ,67,67,72,73,51,58,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/6082/juan-carlos/
Dino Arslanagic, CB , Antwerp , Belgium Jupiler Pro League ,55,32,57,57,73,78,74,4,2,Medium/High,Right,https://www.futhead.com/20/players/6074/dino-arslanagic/
Charly Musonda, RM , Vitesse , Holland Eredivisie ,84,64,70,79,24,43,74,5,4,Medium/Medium,Right,https://www.futhead.com/20/players/6048/charly-musonda/
Yassin Ayoub, CM , Feyenoord , Holland Eredivisie ,69,67,75,77,67,70,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/6024/yassin-ayoub/
Emir Dilaver, CB , Dinamo Zagreb , Croatia PRva HNL ,71,46,59,61,74,76,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/6013/emir-dilaver/
Thomas Delaine, LB , FC Metz , France Ligue ,83,50,71,73,67,78,74,5,3,High/Medium,Right,https://www.futhead.com/20/players/5961/thomas-delaine/
Florian Hübner, CB , FC Union Berlin , Germany Bundesliga ,53,43,48,45,77,72,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/5946/florian-hubner/
Thievy Bifouma, RM , Yeni Malatyaspor , Turkey S per Lig ,93,71,63,77,29,70,74,4,4,High/Low,Right,https://www.futhead.com/20/players/5836/thievy-bifouma/
Leigh Griffiths, ST , Celtic , Scotland Premiership ,79,74,64,71,24,70,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/5784/leigh-griffiths/
Facundo Quignon, CDM , Lan s , Argentina Primera Divisi n ,68,59,73,78,69,75,74,3,3,Medium/High,Left,https://www.futhead.com/20/players/5746/facundo-quignon/
Johannes Geis, CDM , FC N rnberg , Germany Bundesliga ,40,65,79,64,72,73,74,3,2,Low/High,Right,https://www.futhead.com/20/players/5700/johannes-geis/
Juan Sánchez Miño, LB , Independiente , Argentina Primera Divisi n ,70,73,77,76,71,72,74,2,4,Medium/Medium,Left,https://www.futhead.com/20/players/5670/juan-sanchez-mino/
Diego, LM , Toluca , Mexico Liga MX ,71,73,76,75,43,63,74,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/5585/diego/
Hong Jeong Ho, CB , Jeonbuk Hyundai Motors , Korea K League Classic ,80,47,53,56,71,79,74,4,2,Low/High,Right,https://www.futhead.com/20/players/5494/hong-jeong-ho/
Camilo, ST , Club Tijuana , Mexico Liga MX ,78,74,67,76,34,65,74,4,4,High/Low,Right,https://www.futhead.com/20/players/5476/camilo/
Lukas Hinterseer, ST , Hamburger SV , Germany Bundesliga ,63,74,65,69,44,75,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/5471/lukas-hinterseer/
Graeme Shinnie, CDM , Derby County , England EFL Championship ,77,42,68,69,71,79,74,4,3,High/High,Left,https://www.futhead.com/20/players/5461/graeme-shinnie/
Alan Patrick, CAM , Shakhtar Donetsk , Ukraine Premier Liga ,75,71,73,78,53,59,74,3,4,Medium/Medium,Right,https://www.futhead.com/20/players/5445/alan-patrick/
Sonny Kittel, LW , Hamburger SV , Germany Bundesliga ,75,69,73,77,34,56,74,5,4,High/Medium,Right,https://www.futhead.com/20/players/5419/sonny-kittel/
Gernot Trauner, CB , LASK , Austria Bundesliga ,66,57,61,62,71,85,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/5403/gernot-trauner/
Anders Christiansen, CM , Malm FF , Sweden Allsvenskan ,74,70,70,75,63,71,74,3,4,High/High,Right,https://www.futhead.com/20/players/5398/anders-christiansen/
Erik Sviatchenko, CB , FC Midtjylland , Denmark Superliga ,58,50,58,57,73,78,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/5383/erik-sviatchenko/
Connor Goldson, CB , Rangers , Scotland Premiership ,70,37,53,64,73,78,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/5360/connor-goldson/
Ilie Sánchez, CDM , Sporting KC , USA Major League Soccer ,55,47,67,71,69,76,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/5353/ilie-sanchez/
Timm Klose, CB , Norwich City , England Premier League ,37,38,54,39,75,75,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/5322/timm-klose/
Ilja Nestorovski, ST , Udinese , Italy Serie A ,71,74,53,71,35,79,74,4,3,High/Medium,Left,https://www.futhead.com/20/players/5304/ilja-nestorovski/
Georgios Tzavellas, CB , Alanyaspor , Turkey S per Lig ,67,62,66,62,73,77,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/5271/georgios-tzavellas/
Trent Sainsbury, CB , PSV , Holland Eredivisie ,74,48,62,59,76,73,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/5259/trent-sainsbury/
Martin Linnes, RB , Galatasaray , Turkey S per Lig ,87,57,65,73,69,66,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/5209/martin-linnes/
Leandro Damião, ST , Kawasaki Frontale , Japan J League ,59,76,56,68,35,78,74,2,3,Medium/Low,Right,https://www.futhead.com/20/players/5167/leandro-damiao/
Jens Toornstra, CAM , Feyenoord , Holland Eredivisie ,65,75,75,72,58,74,74,2,3,High/High,Right,https://www.futhead.com/20/players/5133/jens-toornstra/
Anselmo, CDM , Al Wehda , Saudi Dawry Jameel League ,67,63,64,66,73,79,74,2,3,Medium/High,Right,https://www.futhead.com/20/players/5089/anselmo/
Iñigo Pérez, CDM , CA Osasuna , Spain Primera Division ,64,63,77,66,70,72,74,3,2,Medium/Medium,Left,https://www.futhead.com/20/players/5072/inigo-perez/
Florent Hanin, LB , Vit ria Guimar es , Portugal Liga NOS ,85,44,69,74,69,68,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/5013/florent-hanin/
Daniel Ayala, CB , Middlesbrough , England EFL Championship ,66,41,52,65,74,78,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4985/daniel-ayala/
Jano Ananidze, CAM , Spartak Moskva , Russia FUT League ,75,70,73,76,39,44,74,4,3,Medium/Low,Right,https://www.futhead.com/20/players/4936/jano-ananidze/
Conor Hourihane, CM , Aston Villa , England Premier League ,65,69,75,69,65,74,74,4,3,High/Medium,Left,https://www.futhead.com/20/players/4927/conor-hourihane/
Christian Clemens, RM , FC K ln , Germany Bundesliga ,77,69,72,72,51,68,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4824/christian-clemens/
Fabian Klos, ST , Arminia Bielefeld , Germany Bundesliga ,63,74,55,63,38,84,74,4,2,High/High,Right,https://www.futhead.com/20/players/4791/fabian-klos/
Enda Stevens, LWB , Sheffield United , England Premier League ,70,45,63,69,72,73,74,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/4768/enda-stevens/
Milton Caraglio, ST , Cruz Azul , Mexico Liga MX ,46,76,61,69,27,81,74,3,3,High/Low,Left,https://www.futhead.com/20/players/4749/milton-caraglio/
Fabián Rinaudo, CDM , Rosario Central , Argentina Primera Divisi n ,66,64,67,70,71,76,74,3,3,Low/High,Right,https://www.futhead.com/20/players/4748/fabian-rinaudo/
Renatinho, RW , Tianjin Quanjian , China Super League ,77,72,69,79,37,65,74,3,3,Medium/Low,Left,https://www.futhead.com/20/players/4741/renatinho/
Lamine Sané, CB , Orlando City SC , USA Major League Soccer ,54,44,59,60,72,76,74,2,2,Medium/Low,Right,https://www.futhead.com/20/players/4739/lamine-sane/
Niklas Hult, LB , AEK Athens , Greece A Ethniki ,84,59,71,74,68,67,74,3,3,High/High,Left,https://www.futhead.com/20/players/4708/niklas-hult/
Georgiy Schennikov, LWB , CSKA Moskva , Russia FUT League ,79,54,69,70,71,71,74,2,3,Medium/Medium,Left,https://www.futhead.com/20/players/4706/georgiy-schennikov/
Sébastien Corchia, RB , Sevilla FC , Spain Primera Division ,70,65,73,74,75,65,74,3,3,High/Medium,Right,https://www.futhead.com/20/players/4645/sebastien-corchia/
Alejandro Bedoya, CM , Philadelphia Union , USA Major League Soccer ,65,65,71,72,66,73,74,4,3,High/High,Right,https://www.futhead.com/20/players/4640/alejandro-bedoya/
Samba Sow, CDM , Nottingham Forest , England EFL Championship ,65,47,66,72,72,79,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/4637/samba-sow/
Gökhan Töre, RM , Yeni Malatyaspor , Turkey S per Lig ,80,68,74,77,43,71,74,4,3,High/Low,Left,https://www.futhead.com/20/players/4623/gokhan-tore/
Celso Borges, CDM , G ztepe , Turkey S per Lig ,53,74,71,69,73,74,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/4597/celso-borges/
Matías Caruzzo, CB , Rosario Central , Argentina Primera Divisi n ,45,36,58,51,73,77,74,3,2,Low/Medium,Right,https://www.futhead.com/20/players/4557/matias-caruzzo/
Ike Opara, CB , Minnesota United FC , USA Major League Soccer ,84,38,52,56,71,82,74,2,2,Medium/High,Right,https://www.futhead.com/20/players/4552/ike-opara/
Pedro Sánchez, RM , RC Deportivo , Spain Segunda A ,83,71,71,74,38,68,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4545/pedro-sanchez/
Osvaldo Martínez, CM , Atlas , Mexico Liga MX ,63,71,73,74,58,72,74,4,3,Medium/Low,Right,https://www.futhead.com/20/players/4544/osvaldo-martinez/
Stoppila Sunzu, CB , FC Metz , France Ligue ,52,38,50,51,73,82,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4512/stoppila-sunzu/
Josef Hušbauer, CM , Slavia Praha , Czech Republic HET Liga ,63,72,76,73,58,66,74,4,3,High/Medium,Right,https://www.futhead.com/20/players/4432/josef-husbauer/
Mehmet Ekici, CAM , Fenerbah e , Turkey S per Lig ,65,72,75,74,54,63,74,5,3,High/Medium,Right,https://www.futhead.com/20/players/4431/mehmet-ekici/
Liam Cooper, CB , Leeds United , England EFL Championship ,51,35,54,58,74,77,74,2,2,Medium/Medium,Left,https://www.futhead.com/20/players/4413/liam-cooper/
Dennis Diekmeier, RB , SV Sandhausen , Germany Bundesliga ,87,39,65,66,69,74,74,2,3,High/Medium,Right,https://www.futhead.com/20/players/4405/dennis-diekmeier/
Marcel Risse, RM , FC K ln , Germany Bundesliga ,74,75,72,73,66,66,74,2,3,Medium/High,Right,https://www.futhead.com/20/players/4383/marcel-risse/
Bruno Fornaroli, ST , Perth Glory , Australia Hyundai A League ,76,72,64,76,38,75,74,4,4,High/Low,Right,https://www.futhead.com/20/players/4380/bruno-fornaroli/
Ryan Jack, CDM , Rangers , Scotland Premiership ,65,52,67,71,71,79,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/4377/ryan-jack/
Alex Bergantiños, CDM , RC Deportivo , Spain Segunda A ,44,46,63,63,74,79,74,2,2,Low/High,Right,https://www.futhead.com/20/players/4337/alex-bergantinos/
Alfred N'Diaye, CM , Al Shabab , Saudi Dawry Jameel League ,71,63,71,70,71,83,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/4332/alfred-ndiaye/
Benoît Poulain, CB , Kayserispor , Turkey S per Lig ,33,26,57,48,77,74,74,2,2,Low/High,Right,https://www.futhead.com/20/players/4314/benoit-poulain/
Aatif Chahechouhe, LM , Antalyaspor , Turkey S per Lig ,75,72,69,76,32,60,74,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/4245/aatif-chahechouhe/
Jesús Dueñas, CM , Tigres U A N L , Mexico Liga MX ,75,66,71,73,69,80,74,4,3,High/High,Right,https://www.futhead.com/20/players/4187/jesus-duenas/
Rafik Halliche, CB , Moreirense , Portugal Liga NOS ,44,41,53,53,75,72,74,3,2,Low/High,Right,https://www.futhead.com/20/players/4173/rafik-halliche/
Montoro, CDM , Granada CF , Spain Primera Division ,42,63,69,67,71,69,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/4162/montoro/
Matías Alustiza, ST , Puebla , Mexico Liga MX ,70,76,69,74,35,61,74,4,4,High/Medium,Left,https://www.futhead.com/20/players/4157/matias-alustiza/
Dentinho, CAM , Shakhtar Donetsk , Ukraine Premier Liga ,77,68,67,76,48,71,74,4,4,Medium/Medium,Right,https://www.futhead.com/20/players/4143/dentinho/
Fernando Navarro, RB , Le n , Mexico Liga MX ,86,58,65,70,70,65,74,2,3,High/Low,Right,https://www.futhead.com/20/players/4141/fernando-navarro/
Jan-Arie van der Heijden, CB , Feyenoord , Holland Eredivisie ,37,62,72,70,74,70,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/4127/jan-arie-van-der-heijden/
James Chester, CB , Aston Villa , England Premier League ,66,34,58,63,74,74,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/4100/james-chester/
Johnny Russell, RW , Sporting KC , USA Major League Soccer ,78,73,70,75,48,77,74,3,3,High/Medium,Left,https://www.futhead.com/20/players/4066/johnny-russell/
Fábio Pacheco, CDM , Moreirense , Portugal Liga NOS ,67,54,69,65,74,73,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/4027/fabio-pacheco/
Sergio Tejera, CM , Real Oviedo , Spain Segunda A ,69,69,74,72,68,76,74,3,3,High/High,Left,https://www.futhead.com/20/players/4011/sergio-tejera/
Andreas Bjelland, CB , FC K benhavn , Denmark Superliga ,43,46,63,60,73,76,74,3,2,High/Medium,Left,https://www.futhead.com/20/players/3949/andreas-bjelland/
Barry Bannan, CM , Sheffield Wednesday , England EFL Championship ,64,64,76,75,49,53,74,1,3,Medium/Medium,Left,https://www.futhead.com/20/players/3919/barry-bannan/
Fabian Frei, CDM , FC Basel , Switzerland Super League ,65,71,75,72,72,73,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3894/fabian-frei/
Aurélien Chedjou, CB , Amiens SC , France Ligue ,65,49,60,62,73,74,74,3,3,Medium/Medium,Right,https://www.futhead.com/20/players/3887/aurelien-chedjou/
Henri Saivet, CAM , Newcastle United , England Premier League ,68,70,74,75,64,64,74,4,3,High/High,Right,https://www.futhead.com/20/players/3885/henri-saivet/
Titi, CB , G ztepe , Turkey S per Lig ,32,39,44,54,76,75,74,3,2,High/Medium,Left,https://www.futhead.com/20/players/3793/titi/
Adrián González, CM , M laga CF , Spain Segunda A ,65,73,72,74,71,73,74,3,3,Medium/Medium,Left,https://www.futhead.com/20/players/3669/adrian-gonzalez/
Scott Arfield, CM , Rangers , Scotland Premiership ,67,68,72,74,62,72,74,3,3,High/High,Right,https://www.futhead.com/20/players/3641/scott-arfield/
Ivo, CM , Henan Jianye , China Super League ,72,65,77,73,48,66,74,3,3,High/High,Left,https://www.futhead.com/20/players/3636/ivo/
Lazaros Christodoulop..., LM , Olympiacos CFP , Greece A Ethniki ,73,74,72,77,52,64,74,4,3,Medium/Low,Right,https://www.futhead.com/20/players/3625/lazaros-christodoulopoulos/
Abel Aguilar, CDM , Uni n Magdalena , Colombia Liga Aguila ,32,61,67,64,74,81,74,3,3,Medium/High,Right,https://www.futhead.com/20/players/3618/abel-aguilar/
Kamil Grosicki, LM , Hull City , England EFL Championship ,83,72,71,74,38,60,74,3,3,Medium/Low,Right,https://www.futhead.com/20/players/3614/kamil-grosicki/
Nicolás Bertolo, LM , Banfield , Argentina Primera Divisi n ,65,70,74,75,38,67,74,3,3,High/Low,Right,https://www.futhead.com/20/players/3585/nicolas-bertolo/
Gustav Svensson, CDM , Seattle Sounders , USA Major League Soccer ,42,45,64,65,71,80,74,2,3,Low/Medium,Right,https://www.futhead.com/20/players/3576/gustav-svensson/
Haris Medunjanin, CM , Philadelphia Union , USA Major League Soccer ,56,71,75,72,62,70,74,4,4,Medium/Medium,Left,https://www.futhead.com/20/players/3570/haris-medunjanin/
Tore Reginiussen, CB , Rosenborg BK , Norway Eliteserien ,63,42,54,52,73,77,74,3,2,Medium/High,Right,https://www.futhead.com/20/players/3561/tore-reginiussen/
Nuno Coelho, CB , Belenenses , Portugal Liga NOS ,55,44,64,67,74,72,74,3,2,Medium/Medium,Right,https://www.futhead.com/20/players/3555/nuno-coelho/
Bojan, CAM , Montreal Impact , USA Major League Soccer ,70,69,73,75,27,41,74,4,4,Medium/Low,Right,https://www.futhead.com/20/players/3550/bojan/
Federico González, ST , Estudiantes de La Plata , Argentina Primera Divisi n ,70,74,66,74,39,74,74,3,3,High/Low,Right,https://www.futhead.com/20/players/3544/federico-gonzalez/
Mevlüt Erdinç, ST , Fenerbah e , Turkey S per Lig ,69,75,64,70,44,74,74,3,3,High/High,Right,https://www.futhead.com/20/players/3511/mevlut-erdinc/
Kei Kamara, ST , Colorado Rapids , USA Major League Soccer ,73,72,61,70,35,78,74,3,3,Medium/Low,Right,https://www.futhead.com/20/players/3488/kei-kamara/
